brand,model,network_technology,t2G_bands,t3G_bands,t4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price,img_url,N/A
ZTE,Zmax 2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,LTE band 2(1900)| 4(1700/2100)| 7(2600)| 12(700),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2015  September,Available. Released 2015  September,153.9 x 76 x 9.4 mm (6.06 x 2.99 x 0.37 in),170.1,6,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 5.1 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual band| hotspot,4.0| A2DP,Yes with A-GPS,N/A,No,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 3000 mAh battery,Black,130,http://cdn2.gsmarena.com/vv/bigpic/zte-zmax2.jpg,N/A
ZTE,Axon Elite,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 12(700)| 17(700)| 20(800)| 38(2600)| 40(2300)| 41(2500),HSPA  LTE,Yes,Yes,2015  September,Available. Released 2015  September,154 x 75 x 9.3 mm (6.06 x 2.95 x 0.37 in),N/A,N/A,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~72.2% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 5.0 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Qualcomm MSM8994 Snapdragon 810,Adreno 430,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,Dual 13 MP + 2MP| autofocus| dual-LED flash,8 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,Yes,To be confirmed,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Ion Gold,420,http://cdn2.gsmarena.com/vv/bigpic/zte-axon-elite-.jpg,N/A
ZTE,nubia My Prague,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE 800 / 900 / 1800 / 2100 / 2600,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  June,Available. Released 2015  August,148 x 72 x 5.5 mm (5.83 x 2.83 x 0.22 in),140,4.94,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,5.2 inches (~70.0% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 5.0.2 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM - White/Silver,13 MP| autofocus| LED flash,8 MP| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 2200 mAh battery,White/Silver| White/Gold,350,http://cdn2.gsmarena.com/vv/bigpic/zte-nubia-my-prague.jpg,N/A
ZTE,Axon Lux,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE,Yes,Yes,2015  July,Available. Released 2015  November,154.5 x 75.3 x 9.7 mm (6.08 x 2.96 x 0.38 in),168,5.93,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.7% screen-to-body ratio),1440 x 2560 pixels (~534 ppi pixel density),Android 5.0.2 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Qualcomm MSM8994 Snapdragon 810,Adreno 430,microSD  up to 256 GB (uses SIM 2 slot),128 GB,4 GB RAM,Dual 13 MP + 2MP| autofocus| dual-LED flash,8 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.1| LE,Yes with A-GPS,Yes,No,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Ion Gold| Chromium Silver| Phthalo Blue,450,http://cdn2.gsmarena.com/vv/bigpic/zte-axon-lux.jpg,N/A
ZTE,Boost Max+,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 , HSDPA, LTE,HSPA  LTE,Yes,Yes,2015  July,Available. Released 2015  July,165.1 x 82.6 x 10.2 mm (6.5 x 3.25 x 0.40 in),194.8,6.88,Yes,IPS LCD capacitive touchscreen  16M colors,5.7 inches (~65.7% screen-to-body ratio),720 x 1280 pixels (~258 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.2 GHz,N/A,N/A,No,16 GB,2 GB RAM,8 MP,1 MP| 720p,Yes,Yes,Yes,Yes,Yes with A-GPS,N/A,To be confirmed,microUSB 2.0,Yes,Non-removable Li-Ion 3400 mAh battery,Gold,180,http://cdn2.gsmarena.com/vv/bigpic/zte-boost-max-plus.jpg,N/A
ZTE,Axon Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,LTE band 2(1900)| 4(1700/2100)| 5(850)| 12(700)| 17(700)| 29(700)| 30(2300),HSPA  LTE,Yes,Yes,2015  July,Available. Released 2015  August,153.9 x 73.7 x 9.4 mm (6.06 x 2.90 x 0.37 in),172.9,6.35,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~73.5% screen-to-body ratio),1440 x 2560 pixels (~534 ppi pixel density),Android 5.1.1 (Lollipop)| planned upgrade to 6.0 (Marshmallow),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Qualcomm MSM8994 Snapdragon 810,Adreno 430,No,32/64 GB,4 GB RAM,Dual 13 MP + 2MP| autofocus| dual-LED flash,8 MP,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,Yes,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Ion Gold| Chromium Silver| Phthalo Blue,350,http://cdn2.gsmarena.com/vv/bigpic/zte-axon-pro-r.jpg,N/A
ZTE,Obsidian,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700(AWS) / 1900 ,LTE band 2(1900)| 4(1700/2100)| 12(700),HSPA 42.2/5.76 Mbps  LTE,Yes,Yes,2015  August,Available. Released 2015  September,137.4 x 68.6 x 10.2 mm (5.41 x 2.70 x 0.40 in),137.5,4.87,Micro-SIM,TFT capacitive touchscreen  16M colors,4.5 inches (~59.2% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.0 GHz Cortex-A53,Mediatek MT6735M,Mali-T720MP2,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,To be confirmed,microUSB 2.0,Accelerometer,Removable Li-Ion 1800 mAh battery,Black,130,http://cdn2.gsmarena.com/vv/bigpic/zte-obsidian.jpg,N/A
ZTE,Grand X2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,LTE band 2(1900)| 4(1700/2100)| 5(850)| 7(2600)| 12(700)| 17(700),HSPA  LTE,Yes,Yes,2015  August,Available. Released 2015  August,145 x 72.8 x 9.3 mm (5.71 x 2.87 x 0.37 in),145,5.11,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~65.3% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.2 GHz Cortex-A7,Qualcomm MSM8926 Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,To be confirmed,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2480 mAh battery,Black,130,http://cdn2.gsmarena.com/vv/bigpic/zte-grand-x2-new.jpg,N/A
ZTE,Blade Apex 3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,LTE band 3(1800)| 7(2600)| 8(900)| 20(800),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2015  June,Available. Released 2015  June,134.4 x 67 x 9.6 mm (5.29 x 2.64 x 0.38 in),149,5.26,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~62.0% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2000 mAh battery,Black,110,http://cdn2.gsmarena.com/vv/bigpic/zte-blade-apex-3.jpg,N/A
ZTE,Maven,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,LTE band 2(1900)| 4(1700/2100)| 5(850)| 17(700),HSPA  LTE,Yes,Yes,2015  June,Available. Released 2015  June,134.9 x 66 x 9.9 mm (5.31 x 2.60 x 0.39 in),133.5,4.73,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~62.7% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.2 GHz,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,TBC,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2100 mAh battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/zte-maven.jpg,N/A
ZTE,Blade Qlux 4G,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 40(2300) - India,HSPA  LTE,Yes,Yes,2015  June,Available. Released 2015  June,134.5 x 67.4 x 10.3 mm (5.30 x 2.65 x 0.41 in),154,5.43,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~61.6% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6732M,Mali-T760MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash (India) or 5 MP| autofocus| LED flash (Malaysia),5 MP (India) or 2 MP (Malaysia),Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2200 mAh battery,Black,70,http://cdn2.gsmarena.com/vv/bigpic/zte-blade-qlux-4g.jpg,N/A
ZTE,nubia Z9,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE Cat6 300/50 Mbps,Yes,Yes,2015  May,Available. Released 2015  June,147.4 x 68.3 x 8.9 mm (5.80 x 2.69 x 0.35 in),192,6.77,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.2 inches (~74.0% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 5.0.2 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Qualcomm MSM8994 Snapdragon 810,Adreno 430,No,64 GB,4 GB RAM - Exclusive & Elite editions,16 MP| f/2.0| autofocus| OIS| LED flash| ,"8 MP| f/2.0| 1/3.2"" sensor size| 1.4 µm pixel size| 1080p",Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP,Yes with A-GPS GLONASS BDS,Yes,FM radio,microUSB 2.0 (MHL 3 TV-out)| USB Host,Fingerprint (Exclusive edition only; side-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2900 mAh battery,Black| White| Gold,350,http://cdn2.gsmarena.com/vv/bigpic/zlte-nubia-z9.jpg,N/A
ZTE,Blade S6 Plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 7(2600)| 8(900)| 20(800),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2015  April,Available. Released 2015  April,155 x 78 x 7.7 mm (6.10 x 3.07 x 0.30 in),139.3,4.9,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~69.0% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 5.0.2 (Lollipop),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Silver,280,http://cdn2.gsmarena.com/vv/bigpic/zte-blade-s6-plus.jpg,N/A
ZTE,nubia Z9 Max,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2015  March,Available. Released 2015  April,154.8 x 76.6 x 7.9 mm (6.09 x 3.02 x 0.31 in),165,5.82,Dual SIM (Nano-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.5 inches (~70.3% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 5.0.2 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Qualcomm MSM8994 Snapdragon 810,Adreno 430,microSD  up to 256 GB (dedicated slot),16 GB,3 GB RAM,16 MP| autofocus| LED flash,8 MP| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP,Yes with A-GPS GLONASS,Yes,To be confirmed,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2900 mAh battery,Black| White,200,http://cdn2.gsmarena.com/vv/bigpic/zte-nubia-z9-max.jpg,N/A
ZTE,nubia Z9 mini,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2015  March,Available. Released 2015  April,141.3 x 69.8 x 8.2 mm (5.56 x 2.75 x 0.32 in),147,5.19,Dual SIM (Nano-SIM| dual stand-by),IPS LCD  capacitive touchscreen  16M colors,5.0 inches (~69.9% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 5.0.2 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,16 MP| f/2.0| autofocus| LED flash| ,8 MP| f/2.4| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,N/A,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Non-removable Li-Ion 2900 mAh battery,Black| White,170,http://cdn2.gsmarena.com/vv/bigpic/zte-nubia-z9-mini.jpg,N/A
ZTE,Grand S3,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 41(2500),HSPA  LTE  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2015  March,Available. Released 2015  March,155 x 77 x 9.8 mm (6.10 x 3.03 x 0.39 in),N/A,N/A,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~69.9% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 4.4 (KitKat),Quad-core 2.5 GHz Krait 400,Qualcomm MSM8974AC Snapdragon 801,Adreno 330,microSD  up to 64 GB (dedicated slot),16 GB,3 GB RAM,16 MP| autofocus| dual-LED flash,8 MP| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,4.0| A2DP,Yes with A-GPS GLONASS BDS,N/A,To be confirmed,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3100 mAh battery,Silver,300,http://cdn2.gsmarena.com/vv/bigpic/zte-grand-s31.jpg,N/A
ZTE,Blade L3 Plus,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,N/A,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  March,Available. Released 2015  April,-,N/A,N/A,Dual SIM (Micro-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,To be confirmed,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black| White| Yellow| Blue,100,http://cdn2.gsmarena.com/vv/bigpic/zte-blade-l3-plus.jpg,N/A
ZTE,Blade L3,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100 ,N/A,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  February,Available. Released 2015  May,142.5 x 72.5 x 8.6 mm (5.61 x 2.85 x 0.34 in),N/A,N/A,Dual SIM,TFT capacitive touchscreen  16M colors,5.0 inches (~66.7% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black| White,80,http://cdn2.gsmarena.com/vv/bigpic/zte-blade-l3.jpg,N/A
ZTE,Blade G Lux,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,N/A,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  February,Available. Released 2015  February,132 x 66 x 9.1 mm (5.20 x 2.60 x 0.36 in),135,4.76,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,4.5 inches (~64.1% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP or 8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1850 mAh battery,Black| White,100,http://cdn2.gsmarena.com/vv/bigpic/zte-blade-g-lux.jpg,N/A
ZTE,Blade G,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,N/A,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  February,Available. Released 2015  February,125 x 64 x 9.8 mm (4.92 x 2.52 x 0.39 in),120,4.23,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,4.0 inches (~56.9% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.0 GHz Cortex-A7,Mediatek MT6572m,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1200 mAh battery,Black| White,70,http://cdn2.gsmarena.com/vv/bigpic/zte-blade-g.jpg,N/A
ZTE,V5 Lux,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA, LTE| TD-LTE,HSPA  LTE,Yes,Yes,2015  February,Available. Released 2015  February,139 x 71 x 9 mm (5.47 x 2.80 x 0.35 in),165,5.82,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~69.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| WiFi Direct| hotspot,4.0| A2DP,Yes with A-GPS,N/A,To be confirmed,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 2400 mAh battery,Black,210,http://cdn2.gsmarena.com/vv/bigpic/zte-blade-v5-lux.jpg,N/A
ZTE,Blade S6,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800),HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  January,Available. Released 2015  February,144 x 70.7 x 7.7 mm (5.67 x 2.78 x 0.30 in),154,5.43,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.7% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.0.1 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| autofocus| LED flash| ,5 MP| f/2.7| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.0| A2DP| LE,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2400 mAh battery,White| Aurora purple| Tahiti brown| Venice gold| Baroque red,220,http://cdn2.gsmarena.com/vv/bigpic/zte-blade-s6.jpg,N/A
ZTE,Star 2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,LTE band 2(1900)| 4(1700/2100)| 5(850)| 7(2600)| 12(700)| 17(700),HSPA  LTE,Yes,Yes,2014  December,Available. Released 2014  December,140.3 x 69.2 x 6.9 mm (5.52 x 2.72 x 0.27 in),130,4.59,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~71.0% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.4 (KitKat),Quad-core 2.3 GHz Krait 400,Qualcomm MSM8974AB Snapdragon 801,Adreno 330,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| dual-LED (dual tone) flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP| LE,Yes with A-GPS GLONASS,N/A,To be confirmed,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2400 mAh battery,Black| White,330,http://cdn2.gsmarena.com/vv/bigpic/zte-star-2.jpg,N/A
ZTE,Speed,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 , HSDPA, LTE,HSPA  LTE,Yes,Yes,2014  December,Available. Released 2014  December,134.6 x 66 x 10.2 mm (5.30 x 2.60 x 0.40 in),136.1,4.8,Yes,TFT capacitive touchscreen  16M colors,4.5 inches (~62.8% screen-to-body ratio),540 x 960 pixels (TBC) (~245 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Po 2000 mAh battery,Black,80,http://cdn2.gsmarena.com/vv/bigpic/zte-speed.jpg,N/A
